Date,SKU_ID,Product_Name,Demand,Units_Sold,Current_Stock,Unit_Cost,EOQ,Safety_Stock,Reorder_Point,Stockout_Risk
2024-11-10,SKU_001,Aashirvaad Atta 5kg,198,198,315,260,739,92,842,0
2024-11-11,SKU_001,Aashirvaad Atta 5kg,111,111,204,260,739,92,842,0
2024-11-12,SKU_001,Aashirvaad Atta 5kg,128,128,76,260,739,92,842,0
2024-11-13,SKU_001,Aashirvaad Atta 5kg,138,76,0,260,739,92,842,1
2024-11-14,SKU_001,Aashirvaad Atta 5kg,158,0,0,260,739,92,842,1
2024-11-15,SKU_001,Aashirvaad Atta 5kg,226,0,0,260,739,92,842,1
2024-11-16,SKU_001,Aashirvaad Atta 5kg,264,264,475,260,739,92,842,0
2024-11-17,SKU_001,Aashirvaad Atta 5kg,170,170,305,260,739,92,842,0
2024-11-18,SKU_001,Aashirvaad Atta 5kg,125,125,180,260,739,92,842,0
2024-11-19,SKU_001,Aashirvaad Atta 5kg,148,148,32,260,739,92,842,0
2024-11-20,SKU_001,Aashirvaad Atta 5kg,96,32,0,260,739,92,842,1
2024-11-21,SKU_001,Aashirvaad Atta 5kg,144,144,595,260,739,92,842,0
2024-11-22,SKU_001,Aashirvaad Atta 5kg,125,125,470,260,739,92,842,0
2024-11-23,SKU_001,Aashirvaad Atta 5kg,177,177,293,260,739,92,842,0
2024-11-24,SKU_001,Aashirvaad Atta 5kg,170,170,123,260,739,92,842,0
2024-11-25,SKU_001,Aashirvaad Atta 5kg,130,123,0,260,739,92,842,1
2024-11-26,SKU_001,Aashirvaad Atta 5kg,134,134,605,260,739,92,842,0
2024-11-27,SKU_001,Aashirvaad Atta 5kg,167,167,438,260,739,92,842,0
2024-11-28,SKU_001,Aashirvaad Atta 5kg,139,139,299,260,739,92,842,0
2024-11-29,SKU_001,Aashirvaad Atta 5kg,226,226,73,260,739,92,842,0
2024-11-30,SKU_001,Aashirvaad Atta 5kg,219,73,0,260,739,92,842,1
2024-12-01,SKU_001,Aashirvaad Atta 5kg,242,242,497,260,739,92,842,0
2024-12-02,SKU_001,Aashirvaad Atta 5kg,152,152,345,260,739,92,842,0
2024-12-03,SKU_001,Aashirvaad Atta 5kg,117,117,228,260,739,92,842,0
2024-12-04,SKU_001,Aashirvaad Atta 5kg,91,91,137,260,739,92,842,0
2024-12-05,SKU_001,Aashirvaad Atta 5kg,156,137,0,260,739,92,842,1
2024-12-06,SKU_001,Aashirvaad Atta 5kg,191,191,548,260,739,92,842,0
2024-12-07,SKU_001,Aashirvaad Atta 5kg,235,235,313,260,739,92,842,0
2024-12-08,SKU_001,Aashirvaad Atta 5kg,191,191,122,260,739,92,842,0
2024-12-09,SKU_001,Aashirvaad Atta 5kg,126,122,0,260,739,92,842,1
2024-12-10,SKU_001,Aashirvaad Atta 5kg,133,0,0,260,739,92,842,1
2024-12-11,SKU_001,Aashirvaad Atta 5kg,133,133,606,260,739,92,842,0
2024-12-12,SKU_001,Aashirvaad Atta 5kg,127,127,479,260,739,92,842,0
2024-12-13,SKU_001,Aashirvaad Atta 5kg,196,196,283,260,739,92,842,0
2024-12-14,SKU_001,Aashirvaad Atta 5kg,180,180,103,260,739,92,842,0
2024-12-15,SKU_001,Aashirvaad Atta 5kg,215,103,0,260,739,92,842,1
2024-12-16,SKU_001,Aashirvaad Atta 5kg,104,0,0,260,739,92,842,1
2024-12-17,SKU_001,Aashirvaad Atta 5kg,124,0,0,260,739,92,842,1
2024-12-18,SKU_001,Aashirvaad Atta 5kg,130,130,609,260,739,92,842,0
2024-12-19,SKU_001,Aashirvaad Atta 5kg,138,138,471,260,739,92,842,0
2024-12-20,SKU_001,Aashirvaad Atta 5kg,229,229,242,260,739,92,842,0
2024-12-21,SKU_001,Aashirvaad Atta 5kg,245,242,0,260,739,92,842,1
2024-12-22,SKU_001,Aashirvaad Atta 5kg,168,0,0,260,739,92,842,1
2024-12-23,SKU_001,Aashirvaad Atta 5kg,121,121,618,260,739,92,842,0
2024-12-24,SKU_001,Aashirvaad Atta 5kg,160,160,458,260,739,92,842,0
2024-12-25,SKU_001,Aashirvaad Atta 5kg,129,129,329,260,739,92,842,0
2024-12-26,SKU_001,Aashirvaad Atta 5kg,152,152,177,260,739,92,842,0
2024-12-27,SKU_001,Aashirvaad Atta 5kg,197,177,0,260,739,92,842,1
2024-12-28,SKU_001,Aashirvaad Atta 5kg,261,261,478,260,739,92,842,0
2024-12-29,SKU_001,Aashirvaad Atta 5kg,252,252,226,260,739,92,842,0
2024-12-30,SKU_001,Aashirvaad Atta 5kg,105,105,121,260,739,92,842,0
2024-12-31,SKU_001,Aashirvaad Atta 5kg,121,121,0,260,739,92,842,0
2025-01-01,SKU_001,Aashirvaad Atta 5kg,159,0,0,260,739,92,842,1
2025-01-02,SKU_001,Aashirvaad Atta 5kg,146,0,0,260,739,92,842,1
2025-01-03,SKU_001,Aashirvaad Atta 5kg,180,0,0,260,739,92,842,1
2025-01-04,SKU_001,Aashirvaad Atta 5kg,183,183,556,260,739,92,842,0
2025-01-05,SKU_001,Aashirvaad Atta 5kg,229,229,327,260,739,92,842,0
2025-01-06,SKU_001,Aashirvaad Atta 5kg,90,90,237,260,739,92,842,0
2025-01-07,SKU_001,Aashirvaad Atta 5kg,102,102,135,260,739,92,842,0
2025-01-08,SKU_001,Aashirvaad Atta 5kg,84,84,51,260,739,92,842,0
2025-01-09,SKU_001,Aashirvaad Atta 5kg,121,121,669,260,739,92,842,0
2025-01-10,SKU_001,Aashirvaad Atta 5kg,218,218,451,260,739,92,842,0
2025-01-11,SKU_001,Aashirvaad Atta 5kg,179,179,272,260,739,92,842,0
2025-01-12,SKU_001,Aashirvaad Atta 5kg,238,238,34,260,739,92,842,0
2025-01-13,SKU_001,Aashirvaad Atta 5kg,148,34,0,260,739,92,842,1
2025-01-14,SKU_001,Aashirvaad Atta 5kg,134,134,605,260,739,92,842,0
2025-01-15,SKU_001,Aashirvaad Atta 5kg,91,91,514,260,739,92,842,0
2025-01-16,SKU_001,Aashirvaad Atta 5kg,126,126,388,260,739,92,842,0
2025-01-17,SKU_001,Aashirvaad Atta 5kg,207,207,181,260,739,92,842,0
2025-01-18,SKU_001,Aashirvaad Atta 5kg,193,181,0,260,739,92,842,1
2025-01-19,SKU_001,Aashirvaad Atta 5kg,127,0,0,260,739,92,842,1
2025-01-20,SKU_001,Aashirvaad Atta 5kg,125,0,0,260,739,92,842,1
2025-01-21,SKU_001,Aashirvaad Atta 5kg,99,99,640,260,739,92,842,0
2025-01-22,SKU_001,Aashirvaad Atta 5kg,141,141,499,260,739,92,842,0
2025-01-23,SKU_001,Aashirvaad Atta 5kg,104,104,395,260,739,92,842,0
2025-01-24,SKU_001,Aashirvaad Atta 5kg,210,210,185,260,739,92,842,0
2025-01-25,SKU_001,Aashirvaad Atta 5kg,219,185,0,260,739,92,842,1
2025-01-26,SKU_001,Aashirvaad Atta 5kg,185,185,554,260,739,92,842,0
2025-01-27,SKU_001,Aashirvaad Atta 5kg,106,106,448,260,739,92,842,0
2025-01-28,SKU_001,Aashirvaad Atta 5kg,138,138,310,260,739,92,842,0
2025-01-29,SKU_001,Aashirvaad Atta 5kg,116,116,194,260,739,92,842,0
2025-01-30,SKU_001,Aashirvaad Atta 5kg,110,110,84,260,739,92,842,0
2025-01-31,SKU_001,Aashirvaad Atta 5kg,191,191,632,260,739,92,842,0
2025-02-01,SKU_001,Aashirvaad Atta 5kg,161,161,471,260,739,92,842,0
2025-02-02,SKU_001,Aashirvaad Atta 5kg,196,196,275,260,739,92,842,0
2025-02-03,SKU_001,Aashirvaad Atta 5kg,78,78,197,260,739,92,842,0
2025-02-04,SKU_001,Aashirvaad Atta 5kg,125,125,72,260,739,92,842,0
2025-02-05,SKU_001,Aashirvaad Atta 5kg,128,128,683,260,739,92,842,0
2025-02-06,SKU_001,Aashirvaad Atta 5kg,112,112,571,260,739,92,842,0
2025-02-07,SKU_001,Aashirvaad Atta 5kg,201,201,370,260,739,92,842,0
2025-02-08,SKU_001,Aashirvaad Atta 5kg,191,191,179,260,739,92,842,0
2025-02-09,SKU_001,Aashirvaad Atta 5kg,187,179,0,260,739,92,842,1
2025-02-10,SKU_001,Aashirvaad Atta 5kg,140,140,599,260,739,92,842,0
2025-02-11,SKU_001,Aashirvaad Atta 5kg,143,143,456,260,739,92,842,0
2025-02-12,SKU_001,Aashirvaad Atta 5kg,115,115,341,260,739,92,842,0
2025-02-13,SKU_001,Aashirvaad Atta 5kg,101,101,240,260,739,92,842,0
2025-02-14,SKU_001,Aashirvaad Atta 5kg,272,240,0,260,739,92,842,1
2025-02-15,SKU_001,Aashirvaad Atta 5kg,184,184,555,260,739,92,842,0
2025-02-16,SKU_001,Aashirvaad Atta 5kg,248,248,307,260,739,92,842,0
2025-02-17,SKU_001,Aashirvaad Atta 5kg,122,122,185,260,739,92,842,0
2025-02-18,SKU_001,Aashirvaad Atta 5kg,139,139,46,260,739,92,842,0
2025-02-19,SKU_001,Aashirvaad Atta 5kg,134,46,0,260,739,92,842,1
2025-02-20,SKU_001,Aashirvaad Atta 5kg,192,192,547,260,739,92,842,0
2025-02-21,SKU_001,Aashirvaad Atta 5kg,231,231,316,260,739,92,842,0
2025-02-22,SKU_001,Aashirvaad Atta 5kg,244,244,72,260,739,92,842,0
2025-02-23,SKU_001,Aashirvaad Atta 5kg,115,72,0,260,739,92,842,1
2025-02-24,SKU_001,Aashirvaad Atta 5kg,110,0,0,260,739,92,842,1
2025-02-25,SKU_001,Aashirvaad Atta 5kg,108,108,631,260,739,92,842,0
2025-02-26,SKU_001,Aashirvaad Atta 5kg,113,113,518,260,739,92,842,0
2025-02-27,SKU_001,Aashirvaad Atta 5kg,104,104,414,260,739,92,842,0
2025-02-28,SKU_001,Aashirvaad Atta 5kg,249,249,165,260,739,92,842,0
2025-03-01,SKU_001,Aashirvaad Atta 5kg,223,165,0,260,739,92,842,1
2025-03-02,SKU_001,Aashirvaad Atta 5kg,194,194,545,260,739,92,842,0
2025-03-03,SKU_001,Aashirvaad Atta 5kg,158,158,387,260,739,92,842,0
2025-03-04,SKU_001,Aashirvaad Atta 5kg,177,177,210,260,739,92,842,0
2025-03-05,SKU_001,Aashirvaad Atta 5kg,149,149,61,260,739,92,842,0
2025-03-06,SKU_001,Aashirvaad Atta 5kg,118,61,0,260,739,92,842,1
2025-03-07,SKU_001,Aashirvaad Atta 5kg,246,246,493,260,739,92,842,0
2025-03-08,SKU_001,Aashirvaad Atta 5kg,166,166,327,260,739,92,842,0
2025-03-09,SKU_001,Aashirvaad Atta 5kg,150,150,177,260,739,92,842,0
2025-03-10,SKU_001,Aashirvaad Atta 5kg,147,147,30,260,739,92,842,0
2025-03-11,SKU_001,Aashirvaad Atta 5kg,168,30,0,260,739,92,842,1
2025-03-12,SKU_001,Aashirvaad Atta 5kg,97,97,642,260,739,92,842,0
2025-03-13,SKU_001,Aashirvaad Atta 5kg,139,139,503,260,739,92,842,0
2025-03-14,SKU_001,Aashirvaad Atta 5kg,180,180,323,260,739,92,842,0
2025-03-15,SKU_001,Aashirvaad Atta 5kg,174,174,149,260,739,92,842,0
2025-03-16,SKU_001,Aashirvaad Atta 5kg,182,149,0,260,739,92,842,1
2025-03-17,SKU_001,Aashirvaad Atta 5kg,118,118,621,260,739,92,842,0
2025-03-18,SKU_001,Aashirvaad Atta 5kg,128,128,493,260,739,92,842,0
2025-03-19,SKU_001,Aashirvaad Atta 5kg,109,109,384,260,739,92,842,0
2025-03-20,SKU_001,Aashirvaad Atta 5kg,133,133,251,260,739,92,842,0
2025-03-21,SKU_001,Aashirvaad Atta 5kg,193,193,58,260,739,92,842,0
2025-03-22,SKU_001,Aashirvaad Atta 5kg,187,187,610,260,739,92,842,0
2025-03-23,SKU_001,Aashirvaad Atta 5kg,165,165,445,260,739,92,842,0
2025-03-24,SKU_001,Aashirvaad Atta 5kg,132,132,313,260,739,92,842,0
2025-03-25,SKU_001,Aashirvaad Atta 5kg,133,133,180,260,739,92,842,0
2025-03-26,SKU_001,Aashirvaad Atta 5kg,112,112,68,260,739,92,842,0
2025-03-27,SKU_001,Aashirvaad Atta 5kg,116,68,0,260,739,92,842,1
2025-03-28,SKU_001,Aashirvaad Atta 5kg,212,0,0,260,739,92,842,1
2025-03-29,SKU_001,Aashirvaad Atta 5kg,201,201,538,260,739,92,842,0
2025-03-30,SKU_001,Aashirvaad Atta 5kg,140,140,398,260,739,92,842,0
2025-03-31,SKU_001,Aashirvaad Atta 5kg,139,139,259,260,739,92,842,0
2025-04-01,SKU_001,Aashirvaad Atta 5kg,113,113,146,260,739,92,842,0
2025-04-02,SKU_001,Aashirvaad Atta 5kg,139,139,7,260,739,92,842,0
2025-04-03,SKU_001,Aashirvaad Atta 5kg,111,111,635,260,739,92,842,0
2025-04-04,SKU_001,Aashirvaad Atta 5kg,136,136,499,260,739,92,842,0
2025-04-05,SKU_001,Aashirvaad Atta 5kg,180,180,319,260,739,92,842,0
2025-04-06,SKU_001,Aashirvaad Atta 5kg,185,185,134,260,739,92,842,0
2025-04-07,SKU_001,Aashirvaad Atta 5kg,95,95,39,260,739,92,842,0
2025-04-08,SKU_001,Aashirvaad Atta 5kg,144,144,634,260,739,92,842,0
2025-04-09,SKU_001,Aashirvaad Atta 5kg,126,126,508,260,739,92,842,0
2025-04-10,SKU_001,Aashirvaad Atta 5kg,101,101,407,260,739,92,842,0
2025-04-11,SKU_001,Aashirvaad Atta 5kg,173,173,234,260,739,92,842,0
2025-04-12,SKU_001,Aashirvaad Atta 5kg,196,196,38,260,739,92,842,0
2025-04-13,SKU_001,Aashirvaad Atta 5kg,167,167,610,260,739,92,842,0
2025-04-14,SKU_001,Aashirvaad Atta 5kg,119,119,491,260,739,92,842,0
2025-04-15,SKU_001,Aashirvaad Atta 5kg,114,114,377,260,739,92,842,0
2025-04-16,SKU_001,Aashirvaad Atta 5kg,143,143,234,260,739,92,842,0
2025-04-17,SKU_001,Aashirvaad Atta 5kg,151,151,83,260,739,92,842,0
2025-04-18,SKU_001,Aashirvaad Atta 5kg,220,220,602,260,739,92,842,0
2025-04-19,SKU_001,Aashirvaad Atta 5kg,114,114,488,260,739,92,842,0
2025-04-20,SKU_001,Aashirvaad Atta 5kg,169,169,319,260,739,92,842,0
2025-04-21,SKU_001,Aashirvaad Atta 5kg,139,139,180,260,739,92,842,0
2025-04-22,SKU_001,Aashirvaad Atta 5kg,123,123,57,260,739,92,842,0
2025-04-23,SKU_001,Aashirvaad Atta 5kg,135,135,661,260,739,92,842,0
2025-04-24,SKU_001,Aashirvaad Atta 5kg,114,114,547,260,739,92,842,0
2025-04-25,SKU_001,Aashirvaad Atta 5kg,210,210,337,260,739,92,842,0
2025-04-26,SKU_001,Aashirvaad Atta 5kg,246,246,91,260,739,92,842,0
2025-04-27,SKU_001,Aashirvaad Atta 5kg,191,91,0,260,739,92,842,1
2025-04-28,SKU_001,Aashirvaad Atta 5kg,129,0,0,260,739,92,842,1
2025-04-29,SKU_001,Aashirvaad Atta 5kg,114,0,0,260,739,92,842,1
2025-04-30,SKU_001,Aashirvaad Atta 5kg,140,140,599,260,739,92,842,0
2025-05-01,SKU_001,Aashirvaad Atta 5kg,135,135,464,260,739,92,842,0
2025-05-02,SKU_001,Aashirvaad Atta 5kg,181,181,283,260,739,92,842,0
2025-05-03,SKU_001,Aashirvaad Atta 5kg,204,204,79,260,739,92,842,0
2025-05-04,SKU_001,Aashirvaad Atta 5kg,262,79,0,260,739,92,842,1
2025-05-05,SKU_001,Aashirvaad Atta 5kg,146,146,593,260,739,92,842,0
2025-05-06,SKU_001,Aashirvaad Atta 5kg,120,120,473,260,739,92,842,0
2025-05-07,SKU_001,Aashirvaad Atta 5kg,122,122,351,260,739,92,842,0
2025-05-08,SKU_001,Aashirvaad Atta 5kg,155,155,196,260,739,92,842,0
2025-05-09,SKU_001,Aashirvaad Atta 5kg,173,173,23,260,739,92,842,0
2025-05-10,SKU_001,Aashirvaad Atta 5kg,122,122,640,260,739,92,842,0
2025-05-11,SKU_001,Aashirvaad Atta 5kg,195,195,445,260,739,92,842,0
2025-05-12,SKU_001,Aashirvaad Atta 5kg,163,163,282,260,739,92,842,0
2025-05-13,SKU_001,Aashirvaad Atta 5kg,134,134,148,260,739,92,842,0
2025-05-14,SKU_001,Aashirvaad Atta 5kg,122,122,26,260,739,92,842,0
2025-05-15,SKU_001,Aashirvaad Atta 5kg,145,145,620,260,739,92,842,0
2025-05-16,SKU_001,Aashirvaad Atta 5kg,123,123,497,260,739,92,842,0
2025-05-17,SKU_001,Aashirvaad Atta 5kg,166,166,331,260,739,92,842,0
2025-05-18,SKU_001,Aashirvaad Atta 5kg,204,204,127,260,739,92,842,0
2025-05-19,SKU_001,Aashirvaad Atta 5kg,131,127,0,260,739,92,842,1
2025-05-20,SKU_001,Aashirvaad Atta 5kg,139,0,0,260,739,92,842,1
2025-05-21,SKU_001,Aashirvaad Atta 5kg,108,0,0,260,739,92,842,1
2025-05-22,SKU_001,Aashirvaad Atta 5kg,118,118,621,260,739,92,842,0
2025-05-23,SKU_001,Aashirvaad Atta 5kg,215,215,406,260,739,92,842,0
2025-05-24,SKU_001,Aashirvaad Atta 5kg,268,268,138,260,739,92,842,0
2025-05-25,SKU_001,Aashirvaad Atta 5kg,200,138,0,260,739,92,842,1
2025-05-26,SKU_001,Aashirvaad Atta 5kg,132,0,0,260,739,92,842,1
2025-05-27,SKU_001,Aashirvaad Atta 5kg,117,117,622,260,739,92,842,0
2025-05-28,SKU_001,Aashirvaad Atta 5kg,109,109,513,260,739,92,842,0
2025-05-29,SKU_001,Aashirvaad Atta 5kg,159,159,354,260,739,92,842,0
2025-05-30,SKU_001,Aashirvaad Atta 5kg,208,208,146,260,739,92,842,0
2025-05-31,SKU_001,Aashirvaad Atta 5kg,183,146,0,260,739,92,842,1
2025-06-01,SKU_001,Aashirvaad Atta 5kg,221,221,518,260,739,92,842,0
2025-06-02,SKU_001,Aashirvaad Atta 5kg,121,121,397,260,739,92,842,0
2025-06-03,SKU_001,Aashirvaad Atta 5kg,106,106,291,260,739,92,842,0
2025-06-04,SKU_001,Aashirvaad Atta 5kg,118,118,173,260,739,92,842,0
2025-06-05,SKU_001,Aashirvaad Atta 5kg,135,135,38,260,739,92,842,0
2025-06-06,SKU_001,Aashirvaad Atta 5kg,219,219,558,260,739,92,842,0
2025-06-07,SKU_001,Aashirvaad Atta 5kg,165,165,393,260,739,92,842,0
2025-06-08,SKU_001,Aashirvaad Atta 5kg,240,240,153,260,739,92,842,0
2025-06-09,SKU_001,Aashirvaad Atta 5kg,148,148,5,260,739,92,842,0
2025-06-10,SKU_001,Aashirvaad Atta 5kg,92,5,0,260,739,92,842,1
2025-06-11,SKU_001,Aashirvaad Atta 5kg,133,133,606,260,739,92,842,0
2025-06-12,SKU_001,Aashirvaad Atta 5kg,89,89,517,260,739,92,842,0
2025-06-13,SKU_001,Aashirvaad Atta 5kg,243,243,274,260,739,92,842,0
2025-06-14,SKU_001,Aashirvaad Atta 5kg,216,216,58,260,739,92,842,0
2025-06-15,SKU_001,Aashirvaad Atta 5kg,193,58,0,260,739,92,842,1
2025-06-16,SKU_001,Aashirvaad Atta 5kg,133,133,606,260,739,92,842,0
2025-06-17,SKU_001,Aashirvaad Atta 5kg,103,103,503,260,739,92,842,0
2025-06-18,SKU_001,Aashirvaad Atta 5kg,123,123,380,260,739,92,842,0
2025-06-19,SKU_001,Aashirvaad Atta 5kg,128,128,252,260,739,92,842,0
2025-06-20,SKU_001,Aashirvaad Atta 5kg,252,252,0,260,739,92,842,0
2025-06-21,SKU_001,Aashirvaad Atta 5kg,214,214,525,260,739,92,842,0
2025-06-22,SKU_001,Aashirvaad Atta 5kg,169,169,356,260,739,92,842,0
2025-06-23,SKU_001,Aashirvaad Atta 5kg,137,137,219,260,739,92,842,0
2025-06-24,SKU_001,Aashirvaad Atta 5kg,167,167,52,260,739,92,842,0
2025-06-25,SKU_001,Aashirvaad Atta 5kg,156,52,0,260,739,92,842,1
2025-06-26,SKU_001,Aashirvaad Atta 5kg,161,0,0,260,739,92,842,1
2025-06-27,SKU_001,Aashirvaad Atta 5kg,178,0,0,260,739,92,842,1
2025-06-28,SKU_001,Aashirvaad Atta 5kg,162,162,577,260,739,92,842,0
2025-06-29,SKU_001,Aashirvaad Atta 5kg,190,190,387,260,739,92,842,0
2025-06-30,SKU_001,Aashirvaad Atta 5kg,181,181,206,260,739,92,842,0
2025-07-01,SKU_001,Aashirvaad Atta 5kg,138,138,68,260,739,92,842,0
2025-07-02,SKU_001,Aashirvaad Atta 5kg,115,68,0,260,739,92,842,1
2025-07-03,SKU_001,Aashirvaad Atta 5kg,124,0,0,260,739,92,842,1
2025-07-04,SKU_001,Aashirvaad Atta 5kg,229,0,0,260,739,92,842,1
2025-07-05,SKU_001,Aashirvaad Atta 5kg,176,176,563,260,739,92,842,0
2025-07-06,SKU_001,Aashirvaad Atta 5kg,162,162,401,260,739,92,842,0
2025-07-07,SKU_001,Aashirvaad Atta 5kg,92,92,309,260,739,92,842,0
2025-07-08,SKU_001,Aashirvaad Atta 5kg,144,144,165,260,739,92,842,0
2025-07-09,SKU_001,Aashirvaad Atta 5kg,129,129,36,260,739,92,842,0
2025-07-10,SKU_001,Aashirvaad Atta 5kg,100,100,675,260,739,92,842,0
2025-07-11,SKU_001,Aashirvaad Atta 5kg,152,152,523,260,739,92,842,0
2025-07-12,SKU_001,Aashirvaad Atta 5kg,146,146,377,260,739,92,842,0
2025-07-13,SKU_001,Aashirvaad Atta 5kg,186,186,191,260,739,92,842,0
2025-07-14,SKU_001,Aashirvaad Atta 5kg,103,103,88,260,739,92,842,0
2025-07-15,SKU_001,Aashirvaad Atta 5kg,124,124,703,260,739,92,842,0
2025-07-16,SKU_001,Aashirvaad Atta 5kg,70,70,633,260,739,92,842,0
2025-07-17,SKU_001,Aashirvaad Atta 5kg,126,126,507,260,739,92,842,0
2025-07-18,SKU_001,Aashirvaad Atta 5kg,187,187,320,260,739,92,842,0
2025-07-19,SKU_001,Aashirvaad Atta 5kg,217,217,103,260,739,92,842,0
2025-07-20,SKU_001,Aashirvaad Atta 5kg,255,255,587,260,739,92,842,0
2025-07-21,SKU_001,Aashirvaad Atta 5kg,151,151,436,260,739,92,842,0
2025-07-22,SKU_001,Aashirvaad Atta 5kg,105,105,331,260,739,92,842,0
2025-07-23,SKU_001,Aashirvaad Atta 5kg,138,138,193,260,739,92,842,0
2025-07-24,SKU_001,Aashirvaad Atta 5kg,110,110,83,260,739,92,842,0
2025-07-25,SKU_001,Aashirvaad Atta 5kg,189,189,633,260,739,92,842,0
2025-07-26,SKU_001,Aashirvaad Atta 5kg,278,278,355,260,739,92,842,0
2025-07-27,SKU_001,Aashirvaad Atta 5kg,196,196,159,260,739,92,842,0
2025-07-28,SKU_001,Aashirvaad Atta 5kg,127,127,32,260,739,92,842,0
2025-07-29,SKU_001,Aashirvaad Atta 5kg,126,32,0,260,739,92,842,1
2025-07-30,SKU_001,Aashirvaad Atta 5kg,131,0,0,260,739,92,842,1
2025-07-31,SKU_001,Aashirvaad Atta 5kg,124,0,0,260,739,92,842,1
2025-08-01,SKU_001,Aashirvaad Atta 5kg,176,176,563,260,739,92,842,0
2025-08-02,SKU_001,Aashirvaad Atta 5kg,177,177,386,260,739,92,842,0
2025-08-03,SKU_001,Aashirvaad Atta 5kg,278,278,108,260,739,92,842,0
2025-08-04,SKU_001,Aashirvaad Atta 5kg,103,103,5,260,739,92,842,0
2025-08-05,SKU_001,Aashirvaad Atta 5kg,157,5,0,260,739,92,842,1
2025-08-06,SKU_001,Aashirvaad Atta 5kg,70,70,669,260,739,92,842,0
2025-08-07,SKU_001,Aashirvaad Atta 5kg,153,153,516,260,739,92,842,0
2025-08-08,SKU_001,Aashirvaad Atta 5kg,127,127,389,260,739,92,842,0
2025-08-09,SKU_001,Aashirvaad Atta 5kg,183,183,206,260,739,92,842,0
2025-08-10,SKU_001,Aashirvaad Atta 5kg,182,182,24,260,739,92,842,0
2025-08-11,SKU_001,Aashirvaad Atta 5kg,97,97,666,260,739,92,842,0
2025-08-12,SKU_001,Aashirvaad Atta 5kg,110,110,556,260,739,92,842,0
2025-08-13,SKU_001,Aashirvaad Atta 5kg,119,119,437,260,739,92,842,0
2025-08-14,SKU_001,Aashirvaad Atta 5kg,126,126,311,260,739,92,842,0
2025-08-15,SKU_001,Aashirvaad Atta 5kg,210,210,101,260,739,92,842,0
2025-08-16,SKU_001,Aashirvaad Atta 5kg,169,169,671,260,739,92,842,0
2025-08-17,SKU_001,Aashirvaad Atta 5kg,218,218,453,260,739,92,842,0
2025-08-18,SKU_001,Aashirvaad Atta 5kg,103,103,350,260,739,92,842,0
2025-08-19,SKU_001,Aashirvaad Atta 5kg,116,116,234,260,739,92,842,0
2025-08-20,SKU_001,Aashirvaad Atta 5kg,137,137,97,260,739,92,842,0
2025-08-21,SKU_001,Aashirvaad Atta 5kg,101,101,735,260,739,92,842,0
2025-08-22,SKU_001,Aashirvaad Atta 5kg,218,218,517,260,739,92,842,0
2025-08-23,SKU_001,Aashirvaad Atta 5kg,221,221,296,260,739,92,842,0
2025-08-24,SKU_001,Aashirvaad Atta 5kg,164,164,132,260,739,92,842,0
2025-08-25,SKU_001,Aashirvaad Atta 5kg,132,132,0,260,739,92,842,0
2025-08-26,SKU_001,Aashirvaad Atta 5kg,132,132,607,260,739,92,842,0
2025-08-27,SKU_001,Aashirvaad Atta 5kg,104,104,503,260,739,92,842,0
2025-08-28,SKU_001,Aashirvaad Atta 5kg,140,140,363,260,739,92,842,0
2025-08-29,SKU_001,Aashirvaad Atta 5kg,214,214,149,260,739,92,842,0
2025-08-30,SKU_001,Aashirvaad Atta 5kg,184,149,0,260,739,92,842,1
2025-08-31,SKU_001,Aashirvaad Atta 5kg,205,205,534,260,739,92,842,0
2025-09-01,SKU_001,Aashirvaad Atta 5kg,100,100,434,260,739,92,842,0
2025-09-02,SKU_001,Aashirvaad Atta 5kg,101,101,333,260,739,92,842,0
2025-09-03,SKU_001,Aashirvaad Atta 5kg,110,110,223,260,739,92,842,0
2025-09-04,SKU_001,Aashirvaad Atta 5kg,155,155,68,260,739,92,842,0
2025-09-05,SKU_001,Aashirvaad Atta 5kg,138,138,669,260,739,92,842,0
2025-09-06,SKU_001,Aashirvaad Atta 5kg,153,153,516,260,739,92,842,0
2025-09-07,SKU_001,Aashirvaad Atta 5kg,252,252,264,260,739,92,842,0
2025-09-08,SKU_001,Aashirvaad Atta 5kg,83,83,181,260,739,92,842,0
2025-09-09,SKU_001,Aashirvaad Atta 5kg,163,163,18,260,739,92,842,0
2025-09-10,SKU_001,Aashirvaad Atta 5kg,131,131,626,260,739,92,842,0
2025-09-11,SKU_001,Aashirvaad Atta 5kg,125,125,501,260,739,92,842,0
2025-09-12,SKU_001,Aashirvaad Atta 5kg,226,226,275,260,739,92,842,0
2025-09-13,SKU_001,Aashirvaad Atta 5kg,193,193,82,260,739,92,842,0
2025-09-14,SKU_001,Aashirvaad Atta 5kg,184,82,0,260,739,92,842,1
2025-09-15,SKU_001,Aashirvaad Atta 5kg,156,156,583,260,739,92,842,0
2025-09-16,SKU_001,Aashirvaad Atta 5kg,134,134,449,260,739,92,842,0
2025-09-17,SKU_001,Aashirvaad Atta 5kg,91,91,358,260,739,92,842,0
2025-09-18,SKU_001,Aashirvaad Atta 5kg,98,98,260,260,739,92,842,0
2025-09-19,SKU_001,Aashirvaad Atta 5kg,219,219,41,260,739,92,842,0
2025-09-20,SKU_001,Aashirvaad Atta 5kg,200,200,580,260,739,92,842,0
2025-09-21,SKU_001,Aashirvaad Atta 5kg,189,189,391,260,739,92,842,0
